Fraud Alert ID,Suspicious Transaction ID,Alert Date,Alert Type,Alert Description
791df764-2c6b-4827-bb82-ac034221e489,f3dc959b-7773-42a3-82ef-77bb794de195,2023-05-10 23:03:30,Suspicious Activity,Arm but fact close professor agreement hot.
f18466a3-56ac-4d56-8b2d-67502512d4cb,e8511bca-1538-42b1-b0ec-61fb5ae38eaf,2023-08-25 08:36:38,Chargeback,Just everyone at level movement next.
b5afea28-4f92-44e8-9bbc-73213cd53662,e1ff42bf-ea2f-4262-81f3-2f19a7d619df,2023-08-26 17:10:49,Chargeback,Religious story employee sound station speech.
5c4cf449-2692-4b51-bc19-4afc02b6db1e,72704581-8048-486a-b4fe-dbb1701352d2,2023-05-28 06:59:08,Suspicious Activity,Spend go special expect stop.
63156821-676a-4fb7-88d4-679630c51c8d,e1493f70-1e03-4a3d-a35c-c888c033c1c1,2023-08-11 05:11:58,Suspicious Activity,Someone cause exist interview discuss degree.
e6023505-7423-4df5-bdac-31248d498722,16c62072-a7b6-420b-b164-2b7a47aff867,2023-07-21 16:37:31,Chargeback,Over laugh science people real probably.
6555a036-0877-4bbc-96f8-fa9499eb2344,e79dd1f9-0236-4714-b3cb-05f13537501d,2023-05-27 12:29:59,Chargeback,Few father movie look modern such.
74f05e83-c706-42c4-981b-23b1b7c39b7d,b50ca5bd-8d00-4e0a-b015-6a33726ba12d,2023-05-23 21:28:13,Chargeback,Represent imagine allow evidence prove.
e9c0e3a1-3726-4fc7-b5f4-dc2641ad559b,a183f9e5-e95a-418a-baf7-edf927ecdacb,2023-01-14 12:16:16,Chargeback,Campaign choice success kid what at campaign town.
cb55ffba-fa89-4366-87b1-9162750c9393,7dd36e4e-bd1f-4e3f-92ce-3f01ab3ef192,2023-07-24 15:02:17,Suspicious Activity,Material notice no edge.
87611598-1662-443b-a563-e3b407e195d6,ea807dd1-f92e-4b16-9aba-c800657692d1,2023-02-19 21:20:03,Suspicious Activity,Bar point outside ahead itself others project.
32f40d01-749f-4dd7-9fef-4ed4dd8a54f8,32e4e70e-6af1-4024-b92b-f8ed6ed865a5,2023-03-12 19:33:55,Suspicious Activity,Question have mention mouth open writer.
f57a307f-0d38-40b0-a09e-5e1476a3ab9e,92e722ad-d842-450c-8d53-242ea44eab35,2023-03-16 03:02:59,Chargeback,Low teach kind wall accept to executive.
c91d632b-0bff-4aab-ad15-322f5c8103b3,01fb8735-d561-4b29-9f79-fb03259dfd10,2023-01-08 06:56:18,Chargeback,Radio explain city matter indicate pay.
f9380bd4-0feb-4266-8854-7d75bd556cc0,3f59e195-da69-4cdf-a045-054f740656d5,2023-05-26 18:20:27,Suspicious Activity,Not condition not.
542907f6-ed78-495c-98ec-b7ece7f16f5f,8dcfc16a-9cfb-480d-bcfa-93b567ebb7bd,2023-06-09 17:08:37,Suspicious Activity,May theory safe strategy situation.
0c69df36-bc22-45e0-a617-2a0a425dcca6,ca8f665e-b640-44c3-b503-f5a0c11246c1,2023-05-17 09:34:49,Chargeback,Hear then early quickly per quite prevent.
dfde2b62-0535-4760-b126-3c1a0058f810,85d25473-693c-4192-bcdf-cf674a03d300,2023-07-10 03:18:13,Suspicious Activity,Rate think parent feel.
385c5dac-960d-4504-9676-28e3fdae60a3,7c1ce1a6-3b63-448a-b845-48c1bbfa4a6f,2023-06-12 01:47:01,Suspicious Activity,Later one magazine those fast up.
f093c4a6-0098-42db-afb9-df4d65729c13,fd06c8dc-c930-405b-a402-0f4f09bddb80,2023-03-01 12:21:17,Suspicious Activity,My use over increase.
43227a21-66bf-4c8f-829f-71a5f85cfb2b,91411727-8f15-403d-ae46-8764193a5009,2023-01-10 16:26:41,Chargeback,Own such a rock.
2b5158c8-49cc-4a94-99d3-882ad0006cf8,3c599b16-fa3d-4eb3-b5df-8f5d37f1b6be,2023-07-20 14:45:58,Chargeback,High across child office fund suggest life.
62d3b0ac-6a30-4cbd-a77b-5b33e276bbde,bf6857ba-8686-4f90-b9aa-91747ef78391,2023-08-27 22:54:05,Suspicious Activity,Role step put create drive mind.
d039da58-d394-4c02-b22c-db59b59d4811,9a335162-7b01-43a2-af28-e05bb02d391a,2023-05-22 05:16:35,Suspicious Activity,Whether action woman interview.
3648c0a5-add1-4f1c-8e66-b02446dbeeab,0fcd27c6-c524-4e5a-842c-8b7a73ba4db0,2023-01-04 08:19:13,Suspicious Activity,Evening example huge describe.
2eefcfc9-f2f9-4385-87cf-6edfe31a4aa1,d0aea566-3cfa-4d0e-a3cd-129790054a78,2023-01-08 13:50:16,Suspicious Activity,New four more science entire home he.
4dac926c-689c-4401-b3c8-a87eb2e64592,c02fad3e-662f-4964-863a-921cb11f29bc,2023-03-25 09:00:01,Chargeback,Plan never purpose admit green dog father.
822ccd31-dbd4-4e4a-b45e-df7913436d7a,43c219af-f0b5-4b8e-b867-ad79944eaacc,2023-09-03 20:40:02,Suspicious Activity,Girl so allow.
43aa679d-f88e-483a-b80c-3acc38881617,2867b2c4-f01a-4912-87fb-0973b2bdf9be,2023-07-29 16:53:57,Suspicious Activity,Car different change score sport way stop.
7b84796c-500a-4496-8fae-fda698c477a8,ca3b4d36-ad90-42a5-8376-c7aaff431c55,2023-07-29 15:18:32,Suspicious Activity,History worry forget art do fire.
1e746a5f-2f65-4f03-a046-9905a623ec17,81a41509-ebf3-4af7-8d2a-392fc8044a08,2023-04-22 05:18:20,Chargeback,Quickly fight reduce can issue particular future.
3395a491-1c38-4038-add9-d61b4da8aefa,03d1e851-5843-4c20-9044-b9c79e952afa,2023-01-13 13:16:39,Chargeback,Until available rest scene none draw.
f1f9f6d8-cbd2-488b-8ded-60c3e34b3338,c235b6e1-0c22-4d0b-9b02-4033dcbcc929,2023-06-03 06:45:51,Suspicious Activity,Officer between season which campaign.
d39720ac-924a-4227-8d67-16762c783489,f980a8c5-07dc-478a-ac02-fb2146fa8724,2023-07-04 12:32:44,Chargeback,Window including wait according protect.
9c905ed8-0acf-482f-9d71-2a057fd6f79d,3313fecc-c941-4715-ae65-4b4876c155b5,2023-08-12 17:53:17,Suspicious Activity,Both worry fill particular.
3fe44729-17a1-4527-af41-117905cdf6bf,4ebf16df-f961-4951-a562-abd8bbea4881,2023-04-29 21:26:17,Chargeback,Themselves continue me partner.
202810d1-d032-47a1-9528-80e3c3902bb7,d61e4a49-12c8-405e-ac7e-224552c68162,2023-01-31 05:27:59,Chargeback,Machine term sell to.
b40333e9-c81e-4448-b9a6-b9e5182624e3,12f8d870-340e-461b-bbf2-deeb943f9cc9,2023-06-30 14:08:33,Chargeback,Write some discussion standard power risk.
85a4a6b8-0c68-4cd7-82ea-2e0e7f9f4e21,7d2485b8-7538-4d69-ae21-b83bf3d09d85,2023-08-16 22:11:12,Chargeback,Population stuff read movement.
1e23b4d5-1028-4cfb-9e2a-3479fbdb2322,9a335162-7b01-43a2-af28-e05bb02d391a,2023-02-13 05:47:33,Suspicious Activity,Western lose between summer house.
2cb5c773-2689-425d-8134-c6e5b4fcc969,23cace69-607a-4b7f-ba61-d497e89ab8c4,2023-01-28 11:36:49,Chargeback,They environmental without theory.
