Transaction ID,Client ID,Merchant Name,Transaction Date,Amount,Description
8d451865-c496-432d-bd9f-50ec9fea639f,ed1796bd-c2ec-4486-81f2-87f7e5a81ec7,"Woods, Oconnor and Bernard",2023-02-15 23:49:20,331.7961058740133,Economic fire will sense whom.
92407d67-acc2-4259-b2d8-5bd2a15de7b4,1c75b799-b205-4b4b-8dfe-a880caa032f6,Hines-Howell,2023-02-19 13:52:55,315.69446793701144,Method your lawyer.
b85f3246-88ad-40ea-bd03-ecc9e7122a6f,44dcbf1d-10a3-4222-85bd-c8ec80aabfb1,Perez-Richards,2023-03-04 00:54:29,327.83831286649644,Customer little mission quite decision subject whether.
9f103ac6-9d8b-4fc1-bab0-0d2301ee3fdf,b3994706-9a4b-4fbf-9b1b-13fe09eede74,Dillon-Austin,2023-06-23 20:29:49,81.94204636403028,Admit best research serious product strategy position.
10d60327-1ec3-4f93-baac-3ec0162d5d2d,8cf33ba3-c49f-4516-bdba-001d6c175b15,Sweeney Inc,2023-06-06 22:11:09,289.27057636480254,Drug she understand structure likely success modern others.
4350eb82-5c71-4751-a7a4-17fae4d4913f,94770d1e-d4f5-4f67-9d83-6eb9b0815f2a,Henderson Inc,2023-01-30 04:17:15,383.6805111919319,Purpose cup discover us story.
73eb7d2f-9891-4b3e-bd4a-283fa989dc08,852f0200-ed56-477f-ba9e-1c2bbbfa6c16,Lutz LLC,2023-01-27 06:47:57,10.273480172890437,Travel single best career then range.
f4fcd3be-d9a9-412b-98cd-05aa5facba8e,2532d090-c24d-4159-bcc2-1bd54bf0fe27,Phillips and Sons,2023-04-20 04:59:40,154.97517793420312,Everyone explain growth my teach result others.
106a5341-c98f-4c27-a620-99c15af67eaf,b7623950-3988-4b50-b272-f9d739e2647e,Shelton-Galvan,2023-02-07 14:34:37,28.95543021200383,Record world agree price until.
3881e92a-a114-4844-8620-70df6fbadaa5,d6a1231c-13ca-41de-892f-60fd7a87d46a,Lewis-Ward,2023-03-27 05:44:52,390.53905508729235,Control degree without free everyone environmental.
6aacc543-982a-4edb-9ad7-02b5d82026ee,5868f220-1554-40c9-b231-674e2b7731ad,Sanders-Carson,2023-06-05 21:54:13,277.6962239651685,Never agent prove manager together.
adfc2c35-bd16-41e2-96a8-88dd125f79e4,1777aac9-731d-4a50-af82-d488e63c954d,Nelson Ltd,2023-03-04 08:14:18,145.10096378516633,Upon born assume measure church million.
9f1cf8ad-bb23-4faa-9efb-c1c20a148cf7,b528bbb6-1dd6-4f89-940e-0852f284a30e,Banks-Smith,2023-08-25 07:22:07,319.0068834723886,Major them as industry yet significant security.
dcc26a3d-f8e5-4366-9dd0-94211410de19,eabe4363-89b8-4d90-9dbf-1d81fdd769ae,"Singleton, Robbins and Rivera",2023-04-11 17:32:15,255.17355818337512,Republican modern decade movement list identify cultural employee.
32e97adb-b084-45bd-a325-a9afa1bdd3b6,44eca038-6b70-44e6-a132-c0a4e8e95bfc,"Griffin, Cooper and Clark",2023-04-14 17:04:44,380.1899388891696,Wish threat language power doctor.
8afaf69f-bee0-46a2-9770-0f9169a6abc2,d06af4ea-fb58-42fd-842d-acaff7758083,Gutierrez Inc,2023-02-16 01:38:17,407.4523758392975,Different relate too.
697487b7-2efb-48ca-8b2d-e780aff4581f,e97e991c-9a93-44d3-9de5-1488d662cd1b,"Edwards, Jones and Martin",2023-07-08 11:57:50,480.15562026321464,Black page fast three network next.
