Fraud Alert ID,Suspicious Transaction ID,Alert Date,Alert Type,Alert Description
740f9245-7b19-427a-a352-f911f66924c1,e6e14aac-7c2a-43e5-8104-eea909ca764d,2023-04-12 08:34:36,Chargeback,Impact agreement land rather sit back.
55523dd6-81e7-43c7-bf44-8211477a6e64,fc332080-1ad4-4157-b30a-6efe364b0283,2023-08-26 18:40:48,Suspicious Activity,Science professor care them imagine lot those.
c31d563c-ebb7-43b2-abfa-20f589430a1a,7f8f5a46-1865-4254-8f98-35dbc477c004,2023-08-09 15:38:44,Chargeback,Whether create third nice economic or think.
066be403-abcf-4aa5-a275-4ae451296da8,2abdb52d-2447-4f10-8eec-9ebc68209c4b,2023-09-03 13:13:47,Suspicious Activity,Structure million realize late and thank.
eda68862-8d59-426f-8211-d43c0a75a2a6,ffed737f-3de3-4bcf-9ac1-de04cd7ca4be,2023-04-07 12:30:56,Suspicious Activity,City despite oil citizen natural director production.
bd2ae803-1976-48e6-9053-018117f7b1e4,a9ef587a-26b3-4936-a64c-fae86b396075,2023-03-16 03:24:20,Chargeback,Left so better general.
2fd5d87a-14d0-46af-9289-d18e9cdd3d42,a54c153b-3d10-4fb3-9588-91a8b6ba5bad,2023-09-03 21:13:34,Chargeback,Whether simply area forward avoid.
8f765dfe-c35d-410e-a92a-a7caefaf3f59,8e5a1607-6c11-4d03-a708-4356f3645715,2023-03-16 16:02:06,Suspicious Activity,Discover policy beyond view.
ae1e0bd6-0808-4021-ab1d-8e0195da4926,eb817ff1-ee08-41ab-a1cf-4c539b8f0d77,2023-01-16 05:45:36,Chargeback,Window number national room political.
12f78f07-bf88-4718-a294-af4421950857,5670810d-5c1a-4f13-8208-f7409dfe9ec9,2023-02-20 02:28:57,Suspicious Activity,Save dinner arrive newspaper.
4793e024-c327-46fb-ac64-b3d56a919eaa,4530f714-8946-4a6d-b76f-5b0c98e6f03a,2023-04-01 21:05:23,Chargeback,Sort year direction.
79f49e9b-bfcb-4b05-9d9b-d3ef15c5375b,6d6f0eca-8051-43c8-8734-24a2b900c63a,2023-04-23 12:03:51,Suspicious Activity,Show Democrat set support body full total.
5159143b-3d4e-410c-823e-1c8ceab9923d,670cd5a6-305c-4153-87f8-d1072732ed46,2023-08-22 17:01:47,Suspicious Activity,How ago plant act society country.
21394c5b-e04f-40a7-ac07-f88143b41e08,9f9348fa-7d46-40dc-bae6-556cfc6bfcb0,2023-07-17 15:00:36,Chargeback,Pull direction every agent.
5560f7b2-aea7-4c99-913a-08c13ecc25d2,fe6754b9-9eef-4428-a9e3-2adcddd5b01f,2023-03-15 11:11:46,Suspicious Activity,Financial always listen must keep.
172b4c27-d274-4ffe-bf7f-eff789485087,0c5f4205-bb2b-4d18-a371-5f3029ac9417,2023-08-26 14:16:29,Suspicious Activity,Card most good shoulder buy remain picture compare.
f7fec12e-ae79-441e-8b91-df44665b3371,d464561d-f561-4ef0-a3ab-64bee4ecd532,2023-05-27 16:04:46,Suspicious Activity,Go spring feel.
78d664aa-aa31-4957-b653-eca41c6815c7,fcaa634a-d8a6-4d52-9030-11edbc439478,2023-08-30 09:03:44,Suspicious Activity,Alone word compare explain moment single.
140dd639-3783-4928-9763-8e6d38a6312f,baa2de13-c492-4678-add1-cd2f8c73324f,2023-06-09 23:21:28,Suspicious Activity,Once real property about.
ebbd748e-11fc-47c3-9648-703a8b86a86e,f242e84c-c627-4bdd-9852-68673a57b622,2023-08-30 18:03:13,Chargeback,Write view school force husband billion place recognize.
e2bed341-8f35-438a-b545-7b2e5cee1448,02322064-219f-457c-bf9a-379feebdff44,2023-02-07 01:21:48,Suspicious Activity,Deep over away decide job describe.
1b43e0e1-338e-4aa7-893f-786ed0986034,4920430d-2047-4da4-a31c-63c3153adc75,2023-05-29 03:56:38,Suspicious Activity,Foreign discuss travel produce carry international could.
b2dba9e5-7848-4475-bcbf-005f74921638,3b67163e-92cb-4c4a-a334-ed2e8bf79ae0,2023-03-07 02:37:16,Chargeback,None good enough now as career sport debate.
a80e3c87-23d1-46f5-8cd9-612bb8479526,1e205ebd-1635-47a7-9d69-befaa457a0a9,2023-03-21 18:13:13,Suspicious Activity,Body show event husband subject air respond.
692ee768-26f8-4fec-8a35-63112898c557,b2df93a1-b44e-4061-a015-db901f69746c,2023-08-25 10:29:23,Suspicious Activity,Between newspaper reason six watch term thank.
222ea072-c8b7-4aa7-aa8b-e273f2372450,aea0f96b-e4b3-4a33-8bfe-f33ba7da07bf,2023-01-17 18:47:31,Chargeback,According difference continue less trial there drive.
7abf46d2-270a-4dbc-ab59-a987b9c173a3,4e93d531-1b76-4097-a20c-32b5b6606e03,2023-08-26 00:18:46,Chargeback,Wide girl reflect identify drive.
19c6e8ff-1ca9-4ae9-8607-1ac8171de2ca,db5ca534-a8b9-4041-ba5a-d12fecb1a3cf,2023-03-12 21:14:43,Chargeback,Woman education receive Mr cover mouth analysis site.
8435500c-e210-45a8-8633-bb3539f9a7c0,66275c82-b20a-4d6e-aa35-5eccec6b9808,2023-05-08 08:30:24,Chargeback,Instead seek sell early style soldier claim.
1e82bbe7-2ee1-4021-88d4-9eca80885f23,1df6748c-fa83-466a-b24a-ec4b54bfa147,2023-02-15 12:38:12,Suspicious Activity,Better radio build as city.
b478d19d-298b-46f8-99f9-7bd74dfeb4c3,00b2f668-8f5a-4473-9a61-a32398c2f32f,2023-03-05 21:26:13,Suspicious Activity,Friend federal sell I indeed glass.
1abf6907-27d3-407d-b9f4-08144f6e1715,140e7eea-ff5b-4afe-8d1b-b29fd5c8d95a,2023-06-01 18:37:40,Chargeback,Act range anything identify.
9620150f-8266-4f0e-8482-6cf104ee4b75,6ed86b1d-2aac-4f5f-9e0e-969f0c330ab7,2023-05-05 21:53:06,Suspicious Activity,Officer may much across allow moment.
ed4c2b11-fa92-4d3d-9a4b-1c35832ad576,b2f6a9b1-4dcb-456d-9f1d-729b1c8ec60b,2023-01-10 18:28:14,Suspicious Activity,Visit pull help street.
9b24c1e7-e3af-4dc5-a962-9a8e4db2cbb4,95a5ff36-744c-42e6-9453-87ec12cb79be,2023-08-02 03:26:23,Chargeback,Open happen visit budget me fish color.
60f1a6c3-6ded-4001-b966-62f55111e15b,c3802e2b-852e-42d1-9c3b-7521e79ad869,2023-02-08 13:41:21,Suspicious Activity,Eat situation help quickly make late hand.
81e02a01-38cc-463d-a0db-ba4ed76839f0,bd76ecbc-404d-45e9-b907-06970091c6a3,2023-03-02 07:49:35,Suspicious Activity,Final take what to artist thing.
1397584f-500e-4450-8cbe-d17f20961b99,e70daa53-b23f-40ed-ad9a-7893815e2395,2023-04-20 07:02:51,Chargeback,Cost quality leg challenge why cup.
da0badf9-4b61-4841-b142-0300c7c482f3,38316efa-f3b5-438d-be64-17dc7ce8d447,2023-06-28 01:42:49,Suspicious Activity,Nature international space very write board.
f34c4a9a-7157-43bd-9bc0-38bddd46b510,cf7c4d0d-df53-4077-b332-bcce1259c539,2023-01-01 15:28:18,Suspicious Activity,Admit side their.
7ebbfe66-ecfb-49e8-b4cc-5fa55f0fad07,25b777ed-cfc3-489e-b2a3-a718777f6b8b,2023-08-24 07:47:06,Chargeback,Center write middle people.
1a7bb73c-d1a6-43aa-894c-30cf41846412,a5262025-f512-4905-8fb9-ec27f24ce4de,2023-07-12 15:25:53,Suspicious Activity,Learn great option.
104c9884-eefa-4147-a6a3-0d2aa960a060,1bb04cf0-a1e9-428d-a8f7-e62227fb7724,2023-02-14 05:05:25,Chargeback,Republican sport because under why different expert population.
e890b00b-fef1-4936-9c80-8d54b7a2abe4,93b4ffca-2126-4762-942d-92af7ed4394d,2023-06-26 02:00:52,Chargeback,Sell these bar outside dark.
5a8ba80b-b03e-4a3e-99e2-92ab5cf8601a,c6d8b8e1-4e7a-44b7-abc0-3714cd48de7a,2023-01-02 22:39:14,Suspicious Activity,Point prevent both draw so standard.
cc126e15-f22f-4e18-a3be-02a0078bb87f,5b04c91c-012d-4988-9ba1-7f1ba71cf06f,2023-03-06 00:26:48,Suspicious Activity,Indeed create seem need condition three only.
a727e9bb-99d4-4f1c-957e-ae976802bdeb,528f1d48-1718-40e4-a2fa-35a464d4d5fc,2023-08-11 08:17:56,Chargeback,Turn themselves on detail.
6f2ce034-aac0-488b-b871-517c93ce1a8d,2e127771-05b2-4312-bf63-5e4ccf1dc245,2023-07-25 14:43:03,Chargeback,Agency democratic traditional pick woman the.
b7bc6a78-2e56-4fe7-aeab-6ba9f9b50b2c,6db231ed-9a24-44da-8123-b8bc17cc3ee8,2023-05-09 15:39:31,Suspicious Activity,First support enter everybody treat put nor less.
7a2d0f0c-3dd7-430e-8bbf-8eb3a7dad7eb,ebfe0106-4893-4888-8c94-73e27f7a424f,2023-08-18 11:30:45,Suspicious Activity,Make always smile toward relationship season.
407e1f0f-6819-4613-b680-0cad68c9f9b4,f4512787-5c06-4d4a-8a6b-f2fa0b68de40,2023-09-04 01:16:57,Suspicious Activity,Each no position single.
1299b390-f843-4956-8af6-fa7ea59e4743,1f6b0b54-ccdc-46bf-8de9-9158cc36d530,2023-01-20 09:45:13,Chargeback,Three hospital soon his expert them.
87b4a639-d6d6-40a2-b003-d886d79c2c3b,cf5750d3-d510-4ff3-8504-b3df4995c27c,2023-03-20 15:24:44,Chargeback,Prove success way company subject concern light level.
fa4b1445-c4ca-4248-87c2-a93b27511f9a,3d8ee44c-faf6-4ae4-8146-ef5c9056d08f,2023-04-23 13:00:34,Chargeback,Most sense side number draw yes interest sell.
32748b17-c28e-48f4-96f3-15ea550d0918,f02c3aa7-87ee-4f8e-92bc-5a6cb3d566ba,2023-02-01 11:06:40,Chargeback,Try state exactly find.
e4865bb3-f1bf-4141-b8e3-793509b2c5c0,1db6e09e-3980-49ad-967e-a47f4adecef3,2023-03-11 13:50:17,Chargeback,About make bank mind unit.
4f8c1b02-9e3a-47eb-807e-fb8234147545,b805daee-7955-4d08-86a1-04bd99be78bd,2023-07-25 04:34:15,Suspicious Activity,Once class full cover main face.
ea6a8a49-4465-4264-b300-2a3366e4c8f2,51e71c04-12f4-49a0-bd8a-7a3ce47b85df,2023-07-08 09:23:12,Suspicious Activity,Decade hour necessary throughout clear.
f2a3c748-7388-43d2-bc91-ed8c21baef02,969bd97a-66d0-41e9-a4aa-461aa4913f6f,2023-06-18 13:20:46,Chargeback,Involve employee boy tax type until.
2718ead8-0b8d-456c-adda-36327a35e58d,fab6744e-9076-44a1-8693-21adea255517,2023-09-02 08:16:36,Suspicious Activity,Herself really rate deep individual benefit.
e0e6755e-ade1-42e1-8201-99d1be6d3eed,4a25aab9-21b3-4520-bd8d-2188b4c19a0d,2023-06-19 14:42:02,Suspicious Activity,Wind win bar clearly.
2c3ae231-e004-40ab-bf0b-059b1dc452fb,74db126e-79aa-46b4-a8e5-4fef4f7c1ee9,2023-03-04 00:12:50,Suspicious Activity,However risk relate figure.
cc1e56cd-c4e4-4db8-b166-495b861b2184,9d617485-a848-466d-93bf-222af21eeba7,2023-06-15 02:18:40,Chargeback,Final month our bad.
7497a815-cb23-4876-8ec5-c6e630cf6ca7,e824d0d2-2326-4f8d-9047-73c2ac8cc5b4,2023-07-12 00:57:41,Suspicious Activity,Night yard goal white similar ten.
4c1d4b1a-bed9-4d47-bbdc-28b50d4dba29,87be6c57-a443-4a36-a854-8bad63fc0734,2023-08-07 01:25:16,Chargeback,Main force computer machine visit goal head.
7d8058e8-9a96-40d7-991b-f3abdc4f8ee1,8b8bd732-38c5-4c98-b338-6076074bf6ad,2023-09-01 14:57:56,Chargeback,Only west best.
6d5746c1-27fb-446b-a8a8-a20f4cfb9c25,068e129b-d71c-4643-be59-b6f24c89dca3,2023-05-17 01:39:39,Suspicious Activity,Radio although sell firm.
fb9f7863-c5a8-4cc3-9f0e-fc3fa79319e7,e231a37e-7d3d-4b71-904f-ae35dc7a0606,2023-02-19 16:44:09,Chargeback,Hospital defense indicate change seem.
dc7cdd4a-9d5a-4ce2-88d8-bb9523b638f5,7925afe1-2caf-4c15-ad3c-dd15fff41fa9,2023-08-09 16:44:25,Suspicious Activity,Tv church level he.
7804c3ab-6d4f-44f8-8062-8309aae41621,287a83cb-63d0-4eef-b3e3-61a3bdd8a351,2023-01-08 14:12:01,Chargeback,Hotel learn dream natural eight standard.
f248823f-0343-4140-9189-a3c4babe84d9,5b4a7b34-06f1-471e-8722-b914b3fec370,2023-03-11 05:50:52,Chargeback,Treat start southern benefit.
f6ff1b32-ab1d-4457-8597-add77d050856,0e1e1d2c-42c4-4413-8dda-fa32f836dc5d,2023-05-21 02:51:41,Suspicious Activity,Instead should this she turn.
87e106ce-da4e-40b5-acee-1c2a375eabc3,7ee96956-9dbe-4cfa-a34c-3c2d83fd7a16,2023-07-12 12:46:27,Suspicious Activity,Budget will home sound season finally both.
5d3bc921-3571-4927-aa78-37d450e09303,2973bbbd-f4e7-4f22-a658-43be22fe65c4,2023-03-02 20:33:13,Chargeback,Call good his.
166a3fa4-4dfe-4fa3-b5cb-1312a4eed12b,a61488f5-34b1-488c-af12-11c4a00fff76,2023-06-18 20:31:43,Chargeback,Wall protect parent case operation.
fb538d8a-bd20-41f7-b075-78eb7b5cb5ce,e2486db2-ae34-4d7a-9094-1b36ec38df6b,2023-07-16 18:06:00,Suspicious Activity,Head office job catch eye against.
