Fraud Alert ID,Suspicious Transaction ID,Alert Date,Alert Type,Alert Description
2e3340e8-afde-434b-bbf4-0bddcadf2211,ede0bc8b-292b-4812-87ac-481ec8f4e96b,2023-08-07 00:32:18,Chargeback,Commercial charge huge goal city foot face.
060cbc9a-d0a5-477b-b997-3be40643e4d6,ad3f8756-8c8f-4305-9420-afcab74c4ae9,2023-05-07 09:13:19,Suspicious Activity,Fine same catch produce never.
0684c4ed-726d-415b-b39a-8659c0b6cf84,aaa051ed-99c1-43d2-822a-3df4c1d92273,2023-01-03 18:34:48,Suspicious Activity,Seven light face beyond lay another side.
e219bda5-acc1-4ce5-9a0f-fb42674df349,cf221da6-4167-41b0-9cd5-f8ca7f287786,2023-09-02 23:51:55,Chargeback,Rise yes attorney majority fill huge.
62c6c850-569d-481b-949d-7d878407097f,9fdd16d9-af8f-4526-8358-4a71aeaf7506,2023-02-18 16:57:18,Chargeback,Safe tell someone recognize movement treatment.
5f4d9833-74f4-46d8-b02b-2cc90cdad584,cf1e1ae2-6362-4015-b03f-61510698fb87,2023-06-30 15:28:15,Chargeback,Create prevent candidate never into.
562fb056-b11a-4fc1-818b-ac22251aeccb,8b0409fb-190c-456a-ac39-ddfa70a54e65,2023-04-12 17:51:34,Chargeback,Pattern hold feel.
2d2d68d8-7352-4dc5-8f82-b68985717b5d,288b751c-7a09-45f4-af70-d5ec60dc8ad3,2023-06-29 11:39:35,Chargeback,Themselves radio this staff likely ago.
981cada3-62eb-422e-be79-c2aa4ec61723,d6023665-d3ab-4f02-83ae-f5dd887dee5e,2023-01-03 22:26:35,Chargeback,Particularly determine condition understand impact.
c1441636-b4dc-4e35-98ec-73a1fe5adec4,71179ba6-41d0-4a3f-8eaa-578b91e3eb6d,2023-07-29 02:07:32,Chargeback,Tonight certainly break total occur.
70955481-edc6-4c1c-a793-6c8c6c62e419,af32fe2b-320a-4f63-9671-7fb147ba9b75,2023-05-01 18:34:09,Chargeback,Southern participant police job behavior idea writer.
d91a76e6-07a7-4de9-a49d-527a10e8e2e1,84ba59e4-c804-41ed-8890-a0d79aa45dc0,2023-07-05 07:31:59,Suspicious Activity,Similar scene catch.
