Transaction ID,Client ID,Merchant Name,Transaction Date,Amount,Description
1865c455-ebc3-4757-aacf-bed412ac900f,8c00e4f7-b223-4ba5-93e4-4010e12c0877,"Ward, Cook and Bell",2023-01-11 00:56:55,10.566173832601434,Relationship chance keep leg.
fc9d7e34-449e-4b6d-ad39-338cd6a0c5fb,d08f8879-76d1-4760-8355-b3f876dddb55,"Case, David and Logan",2023-03-18 18:53:42,192.43985358982803,Control story gas teach activity.
0a3a88ee-76b1-4272-bcfd-e81701d2d2a9,63d9fc11-3c38-40c0-bfd8-53454e32ab23,"Hunter, Nunez and Brown",2023-05-03 20:51:34,195.30768562439025,Here success wait according behavior.
b1ff60dc-e551-4e79-9cc1-02d4e24972c6,c3be4322-1182-4516-bef0-e9f9ce2dc4cd,Ruiz Inc,2023-01-03 01:27:41,232.9139131437041,Population career instead southern word own condition.
747837e8-af1e-442b-8a1c-f28d301b543b,300b402d-22be-4722-92dd-48087943c8e7,Hill-Conner,2023-02-17 17:43:22,318.2666401151362,I style impact meet.
fbcd10eb-490a-4993-85af-5117c72e1bf7,31059b28-dd29-4c4a-9d4c-c0aca75f57c2,Harmon-Perez,2023-05-28 16:24:55,18.031232361612336,Put pattern cut yourself team game eye establish.
c524680c-562c-4931-afe3-4b331c2391d4,58c63674-4148-4f49-9702-e338928113c8,"Bowers, Day and Wright",2023-03-17 12:43:09,44.297480632376406,Home step single hold.
4601dfb6-fb79-4891-8f2b-b76120a2488d,51c7b4e7-96a1-48eb-8d01-888bf8da3164,Jackson-Jones,2023-05-26 11:13:20,121.29730340627675,Series owner dream.
3b174a8a-b51f-4431-9090-166ccf4a3510,e76616ed-c6b3-4039-bc61-7bf9879a7393,Sawyer-Garcia,2023-04-27 05:43:27,396.60079672369477,Left way several always easy necessary Mr.
a091da22-55ff-47f8-84f0-aa6090bc3bf1,c7e18ce6-cc3f-4d11-b9f7-9220b5abcba5,Lopez-Cox,2023-03-28 11:08:22,354.3807072044423,Well analysis station.
195e5e98-ae62-4cd0-9b48-6376449a8237,f247bafd-e5fb-4a2a-a0d4-334e004ac7ea,"Olson, Leach and Kennedy",2023-07-22 02:14:05,90.89915885146605,South young color energy fill.
6d5885de-ccab-4f44-bde7-cb9ef3af7148,0cc1d219-641e-46cb-a7fe-7bb26f661682,Harris Ltd,2023-06-19 02:40:19,121.49068602001485,Per truth particularly civil nothing training.
410ea6bd-b9f0-4455-bf15-9f95f23c66cd,e0a1359b-7985-4e3d-890f-e18eea16b5d1,"King, Clark and Ford",2023-06-19 10:43:59,86.0612734241788,Current source maintain do three.
e2956b82-ec4d-46ac-aef0-c38394f659fe,be7a3435-43e8-4285-9590-091dbb2a1647,"Douglas, Vazquez and Mclaughlin",2023-04-21 05:58:55,336.22794767647594,Difficult past drop wall occur believe.
69e31da0-9905-4773-97c7-9a049afbb02e,692eac94-faa6-4377-9001-2ff5eda86e1f,Lewis Inc,2023-05-15 23:44:33,479.88223675593883,Cold them brother who head.
5098e380-4a36-4810-940b-4f2f21fec385,d5c18788-cc12-4eff-b23b-956f8dca1349,"Jones, Bond and Lewis",2023-04-02 16:34:08,61.52503587033147,Organization herself above.
7b56a803-51d3-4a9d-87a5-014d889e7214,8a41832a-07e2-4585-ae63-2788f5fdce23,Pierce and Sons,2023-08-25 13:09:21,489.72486101807266,Quite center garden hard individual.
1641538d-d91c-4418-82dc-29b82a94b891,943cbf94-f06a-472c-8f82-15d133718228,"Thompson, Wells and Strong",2023-05-10 15:42:44,92.37730358748969,Human able partner provide market agency do history.
ebe6e982-2801-47d6-947f-d57240e1c072,f6339942-d087-40d0-b3e2-874d6313e3c7,Smith-Hernandez,2023-04-01 06:09:46,175.53966772264954,General city challenge fund this.
9a26e627-46e8-454b-9f50-4f4e92e8eebb,f8d6e03a-2c68-4a8e-957a-e5e9460ac9dd,Chandler-Green,2023-04-11 01:29:19,276.38620917531364,Stand image green beautiful home well.
34a987e0-a108-416f-b535-03a36e4f312a,14a7d6bf-197b-4164-9c2f-991d93e91a74,Austin LLC,2023-03-09 22:07:05,236.7822187239636,Something whatever open.
612bb824-7779-443c-873b-1dc4e1cda066,46402c87-d47f-4a72-a9f6-f705357a1a8e,Harris Ltd,2023-08-09 10:56:03,226.24453469363053,Other question everybody crime population question child get.
bd9e603d-1f55-41c0-aa01-b2fc4cf53344,933f66fe-fbf9-44bd-9add-09e4b4a4bb9c,Frank PLC,2023-08-10 15:11:38,334.92136953667864,Why though impact important.
8cb6c6dd-ab61-42d7-a620-e922c7b9615f,72622e93-e9ec-40af-b029-cf2819e1dbcd,"Garcia, Bradford and Hamilton",2023-05-02 07:26:34,148.9332823673168,Stand item white performance theory response bar.
0a2e04eb-0b42-4861-a65d-af424ad7c8ad,4de98883-31c9-4037-9008-bae7c9914f50,Silva-Bailey,2023-09-01 22:50:02,414.42010418811185,Protect theory throw card little.
075febc8-ecf5-4512-8fb3-ae2566fae228,09bf3b15-5d80-4164-bf54-38f8270feacc,Lewis Inc,2023-01-28 01:40:03,390.78242382597006,Generation member sing.
4c3682e3-a108-4eed-a2a0-b9f5a95e0ab4,9779eef5-0e8c-474f-b603-57f15de3fec3,"Lara, Young and Reynolds",2023-07-23 23:25:53,287.1707252446131,Focus system truth become.
65e410b5-8808-49d0-acdb-cc40086a49d4,b9566af9-0451-4d48-ba65-8ef078763389,Cain-Lambert,2023-03-06 02:22:54,331.5637233436352,Despite morning local leave.
9e6020e2-342f-4679-ac67-7011aa866d8c,297df458-70f7-4867-af1e-255575b92f05,West-Hernandez,2023-02-26 22:12:09,127.39036284068729,Soldier over four employee success sometimes break.
70bcaced-629e-44be-970e-f86310173763,e13a91b9-a290-4cb7-8178-33f358b592e8,"Hudson, James and Gonzales",2023-08-02 00:57:48,432.83072651232334,Theory level drop.
809566af-1e70-494e-a22b-54bc997db2f3,6237e288-6c57-46cf-b24a-357739c5a6ec,Bailey and Sons,2023-07-10 11:41:28,104.68793825579054,Imagine program although indeed.
c682f33b-b8ad-4ea4-8f9c-eb51c7345031,816a31ab-4bd1-4f8e-9602-7e5f083a30a4,Hardin-Jacobs,2023-05-14 18:22:34,200.96938947878297,Discussion for or someone.
4de9f6fe-076d-49e5-ae2d-83b4ce3b9171,cdfeb51d-948c-45e0-9691-45d2c45abe84,Carter-King,2023-07-10 21:40:58,449.0748271004037,Letter five body painting anything receive enter.
b37741dc-b46d-405d-9014-6cb233f471a3,bd524f90-fdc4-4e90-b055-139858f2962f,"Wood, Wise and Rich",2023-03-22 02:58:43,262.03005153819834,Reach medical boy might strong.
fde6a3a4-ca20-4ab1-a554-4a0b3b1dfcdc,578266b6-e560-4f67-baa7-427814738769,"Zimmerman, Bowman and Wilkerson",2023-07-26 00:42:16,408.501203985746,Word away market action book within computer.
242cecf0-d6c4-46f0-b705-47dfead2e808,af08bd38-b99c-4c6d-a789-ee72f2070bc9,Floyd-Gomez,2023-05-28 19:31:12,439.2564701633444,Return the partner type data occur near.
